,Prd Date,Case Number,road,intersection,number injured,fatal indicator,local codes,Day of Week,Time,"Contributing Factor Primary
",Contributing Factor Secondary,CTV
614,10/06/2022,S8S112FZBKWF,NORTH WOOD ROAD,,0,N,S22-12862,THURSDAY,10:19,04,77,5554
615,10/07/2022,S8S118FZH0J9,ENFIELD FALLS ROAD,,1,N,S22-12926,FRIDAY,19:13,19,99,5555
616,10/07/2022,S8S113FZGGBW,MCDONALDS PARKING LOT,,0,N,S22-12914,FRIDAY,15:24,04,77,5523
617,10/07/2022,S8S112FZH361,AUBURN ROAD,,0,N,S22-12928,FRIDAY,19:55,61,77,5556
618,10/08/2022,S8S119FZHSX2,COY GLEN ROAD,,2,N,S22-12947,SATURDAY,01:02,05,04,5555
619,10/08/2022,S8S107FZHQZX,EAST SHORE DRIVE,,0,N,S22-12944,SATURDAY,00:57,04,77,5556
620,10/08/2022,S8S113FZK299,TAUGHANNOCK BLVD,,0,N,S22-12965,SATURDAY,10:38,18,77,5555
621,10/09/2022,S8S116FZN5B6,SOVOCOOL HILL ROAD,,0,N,S22-13014,SUNDAY,10:11,61,77,5554
622,10/10/2022,S8S113FZQX2W,MECKLENBURG ROAD,,0,N,S22-13049,MONDAY,06:30,61,77,5555
623,10/10/2022,S8S116FZR5TJ,SALT ROAD,CLARK STREET EXTENSION,1,N,S22-13051,MONDAY,08:41,07,77,5554
624,10/10/2022,S8S112FZSBTS,DANBY ROAD,ALUMNI CIRCLE,0,N,S22-13071,MONDAY,17:19,18,27,5555
625,10/10/2022,S8S109FZWVKV,STATE HIGHWAY 122,AUBURN ROAD,0,N,S22-13083,MONDAY,20:25,07,77,5556
626,10/10/2022,S8S115FZSSWD,TRUMANSBURG ROAD,,0,N,S22-13085,MONDAY,20:59,61,77,5558
627,10/10/2022,S8S110FZQR24,DRYDEN HARFORD ROAD,WEST LAKE ROAD,0,N,S22-13048,MONDAY,05:11,18,04,5552
628,10/11/2022,S8S107FZWXBT,NORTH TRIPHAMMER ROAD,TRIPHAMMER MARKET PLACE DRIVE,2,N,S22-13138,TUESDAY,20:05,07,17,5523
629,10/11/2022,S8S111FZV8CQ,SLATERVILLE ROAD,,0,N,S22-13098,TUESDAY,07:21,61,77,5550
630,10/11/2022,S8S112FZWQ5G,EAST SHORE DRIVE,EASTLAKE ROAD,0,N,S22-13134,TUESDAY,18:58,61,77,5556
631,10/11/2022,S8S116FZV61M,EAST SHORE DRIVE,,0,N,S22-13099,TUESDAY,07:25,61,77,5556
632,10/11/2022,S8DEP3FZW3F0,TAUGHANNOCK BOULEVARD,,0,N,S22-13108,TUESDAY,08:30,61,77,5555
633,10/11/2022,S8S113FZTM8R,TRUMANSBURG ROAD,,0,N,S22-13092,TUESDAY,02:55,61,77,5558
634,10/11/2022,S8S116FZVBFN,WARREN ROAD,,0,N,S22-13103,TUESDAY,08:33,61,77,5556
635,10/11/2022,S8S107FZWFHG,EAST SHORE DRIVE,,0,N,S22-13127,TUESDAY,16:35,07,04,5556
636,10/12/2022,S8DEP1G0QGTB,STATE HIGHWAY 13,,1,N,S22-13170,WEDNESDAY,12:28,26,77,5555
637,10/12/2022,S8S111FZZFSF,TAUGHANNOCK BOULEVARD,,0,N,S22-13160,WEDNESDAY,07:29,61,77,5555
638,10/13/2022,S80K91G03SGZ,SLATERVILLE ROAD,,1,N,S22-13212,THURSDAY,16:08,27,77,5555
639,10/13/2022,S8S115G046LZ,STATE HIGHWAY 227,,0,N,S22-13220,THURSDAY,19:06,61,77,5558
640,10/13/2022,S8S111G03DZL,NEWFIELD DEPOT ROAD,,1,N,S22-13206,THURSDAY,13:31,66,77,5557
641,10/13/2022,S8S113G02NPZ,WEST DRYDEN ROAD,SHELDON ROAD,1,N,S22-13193,THURSDAY,07:54,07,77,5552
642,10/14/2022,S8S119G05W13,UNNAMED STREET,,0,N,S22-13252,FRIDAY,07:48,42,77,5555
643,10/14/2022,S8S118G07C8L,DANBY ROAD,,0,N,S22-13283,FRIDAY,18:18,61,77,5555
644,10/14/2022,S8S115G077GR,STATE HIGHWAY 227,,0,N,S22-13279,FRIDAY,18:04,61,77,5558
645,10/14/2022,S8S106G05FPZ,HILLCREST ROAD,,0,N,S22-13241,FRIDAY,04:37,99,99,5556
646,10/15/2022,S8DEP2G0C6W3,SPRINGHOUSE ROAD,FREEVILLE ROAD,1,N,S22-13343,SATURDAY,20:59,06,17,5552
647,10/15/2022,S8S116G09K89,RIDGE ROAD,,0,N,S22-13319,SATURDAY,11:44,09,77,5556
648,10/15/2022,S8S112G0BH5C,ABBOTT ROAD,,0,N,S22-13335,SATURDAY,18:36,03,77,5552
649,10/16/2022,S8S115G0FZHJ,WEST DANBY ROAD,,0,N,S22-13380,SUNDAY,19:28,61,77,5557
650,10/16/2022,S8S119G0CXRP,MECKLENBURG ROAD,,1,N,S22-13360,MONDAY,05:23,04,77,5553
651,10/16/2022,S8DEP2G0DVWZ,STATE HIGHWAY 13,,1,N,S22-13170,SUNDAY,12:28,26,77,5555
652,10/17/2022,S8DEP3G0KJSK,WEST DANBY ROAD,,0,N,S22-13424,MONDAY,22:08,02,04,5557
653,10/17/2022,S8S116G0K786,1570 DANBY RD,,0,N,S22-13422,MONDAY,20:35,77,77,5551
654,10/17/2022,S8S120G0HDGW,TRUMANSBURG ROAD,,0,N,S22-13394,MONDAY,07:00,61,77,5555
655,10/17/2022,S8S107G0JXG4,PENNSYLVANIA AVE,,0,N,S22-13415,MONDAY,18:30,61,77,5555
656,10/18/2022,S8S109G0N6CD,PERU SOUTH LANSING ROAD,,0,N,S22-13469,TUESDAY,19:26,61,77,5554
657,10/18/2022,S8S113G0KSB4,DANBY ROAD,,0,N,S22-13426,TUESDAY,00:59,20,77,5551
658,10/19/2022,S81203G0RG34,HANSHAW ROAD,,0,N,S22-13520,WEDNESDAY,19:43,61,77,5552
659,10/19/2022,S8S112G0PZM9,UNIVERSITY PARK,,0,N,S22-13489,WEDNESDAY,07:42,04,99,5523
660,10/19/2022,S8S115G0R0FJ,FIVE MILE DRIVE,,0,N,S22-13513,WEDNESDAY,16:21,09,04,5555
661,10/20/2022,S8S118G0VSVJ,WEST DANBY ROAD,VANBUSKIRK GULF ROAD,0,N,S22-13571,THURSDAY,20:55,61,77,5551
662,10/20/2022,S8S119G0SNQS,SLATERVILLE ROAD,,0,N,S22-13539,THURSDAY,05:00,61,77,5550
663,10/21/2022,S8S118G0ZTVR,TAUGHANNOCK BLVD,MAIN ENTRANCE ROAD,0,N,S22-13623,FRIDAY,19:17,61,77,5558
664,10/22/2022,S8S113G11HD1,1312 AURBURN RD,,1,N,S22-13648,SATURDAY,07:16,19,77,5556
665,10/22/2022,S8DEP3G138VH,HAYTS ROAD,,1,N,S22-13667,SATURDAY,15:58,02,27,5555
666,10/22/2022,S80K91G13D19,PERRY CITY ROAD,,0,N,S22-13688,SATURDAY,22:11,61,77,5558
667,10/22/2022,S8S116G12HGP,SALEM DRIVE,,0,N,S22-13665,SATURDAY,14:00,03,99,5555
668,10/22/2022,S8S116G11LSR,PERRY CITY ROAD,DUBOIS ROAD,1,N,S22-13650,SATURDAY,08:45,07,77,5558
669,10/23/2022,S8DEP3G14KVZ,BOSTWICK ROAD,,0,N,S22-13714,SUNDAY,05:20,,,5553
670,10/24/2022,S8S108G195W4,DRYDEN ROAD,,0,N,S22-13788,MONDAY,17:47,62,69,5552
671,10/24/2022,S8S118G19G5H,RIDGE ROAD,,0,N,S22-13794,MONDAY,19:42,61,77,5556
672,10/24/2022,S8S110G174WW,CAYUGA HEIGHTS ROAD,,1,N,S22-13754,MONDAY,01:08,19,66,5523
673,10/24/2022,S8S112G17SQ3,RIDGE ROAD,,0,N,S22-13763,MONDAY,07:41,61,77,5556
674,10/25/2022,S8S109G1C1KS,DANBY ROAD,,0,N,S22-13815,TUESDAY,07:09,61,77,5551
675,10/25/2022,S8S116G1DZV4,FIVE MILE DRIVE,,0,N,S22-13848,TUESDAY,22:22,61,77,5555
676,10/25/2022,S8S116G1DB4B,ELMIRA ROAD,FIVE MILE DRIVE,0,N,S22-13839,TUESDAY,17:03,04,09,5555
677,10/25/2022,S8S112G1C8ZM,STATE HIGHWAY 13,,0,N,S22-13823,TUESDAY,09:44,04,77,5523
678,10/25/2022,S8S109G1DLBF,UPTOWN ROAD,,0,N,S22-13842,TUESDAY,17:30,03,77,5555
679,10/26/2022,S8S107G1J29P,MAIN STREET,,0,N,S22-13902,WEDNESDAY,21:31,61,77,5552
680,10/26/2022,S8S111G1GBRD,TAUGHANNOCK BOULEVARD,,0,N,S22-13863,WEDNESDAY,07:26,61,77,5558
681,10/27/2022,S8S113G1LFC5,PARKING LOT,,0,,S22-13937,THURSDAY,14:58,,,5523
682,10/27/2022,S8S115G1LP33,STATE HIGHWAY 13,,1,N,S22-13945,THURSDAY,17:02,09,04,5552
683,10/27/2022,S8S111G1KKV6,COLEGROVE ROAD,,0,N,S22-13920,THURSDAY,08:31,04,77,5558
684,10/27/2022,S8S118G1LR4Z,ELMIRA ROAD,MAIN STREET,0,N,S22-13946,THURSDAY,17:26,61,77,5557
685,10/27/2022,S8S113G1L6LZ,STATE HIGHWAY 13,WARREN ROAD,0,N,S22-13932,THURSDAY,13:24,09,04,5523
686,10/27/2022,S8S115G1MCT8,DRYDEN ROAD,,0,N,S22-13960,THURSDAY,22:20,61,77,5552
687,10/27/2022,S8S106G1K70M,SLATERVILLE ROAD,,0,N,S22-13918,THURSDAY,05:53,61,77,5552
688,10/29/2022,S8S110G1QT8F,MIDLINE ROAD,,0,N,S22-14003,SATURDAY,00:01,61,77,5550
689,10/29/2022,S8S112G1TG1W,RIDGE ROAD,,0,N,S22-14035,SATURDAY,19:36,61,77,5556
690,10/29/2022,S8S115G1R2VK,DRYDEN ROAD,,1,N,S22-14012,SATURDAY,01:58,61,77,5556
691,10/30/2022,S8S112G1XJV2,RIDGE ROAD,,0,N,S22-14101,SUNDAY,18:54,61,77,5556
692,10/30/2022,S8S109G1X2XK,CHIPMAN CORNERS ROAD,,0,N,S22-14091,SUNDAY,15:15,22,19,5554
693,10/30/2022,S8S112G1XMZ8,MAIN STREET,FALL CREEK ROAD,0,N,S22-14105,SUNDAY,19:27,07,99,5521
694,10/30/2022,S8S115G1X6H8,HALSEYVILLE ROAD,HALSEYVILLE ROAD,2,N,S22-14092,SUNDAY,16:17,07,04,5558
695,10/30/2022,S8S115G1XJXK,MECKLENBURG ROAD,,0,N,S22-14100,SUNDAY,18:52,61,77,5555
696,10/31/2022,S8S108G21NHN,STATE HIGHWAY 96,RABBIT RUN ROAD,1,N,S22-14158,MONDAY,17:59,04,09,5558
697,11/01/2022,S8S118G251GQ,STATE HIGHWAY 96,RABBIT RUN ROAD,0,N,S22-14248,TUESDAY,19:13,61,77,5558
698,11/01/2022,S8S109G24TRK,FENNER ROAD,,0,N,S22-14243,TUESDAY,17:47,28,77,5556
